Name,Description,Link,City,Zip,Member Count,Topic Category,Topics,Past Events
Boston AI Music Meetup,"The Boston AI Music Meetup is a community for researchers, musicians, audio engineers, and academics",https://www.meetup.com/boston-ai-music-meetup,Cambridge,02138,316,Technology,"Artificial Intelligence, Audio Engineering, Music Production, Machine Learning, Digital Audio Recording, Artificial Intelligence Applications, Machine Intelligence, Artificial Intelligence Programming, Electronic Music Production, Music, Deep Learning, Recording Music","Boston AI Music Meetup // August (ID: 301795972, Date: 2024-08-08T18:00-04:00); Boston AI Music Meetup // September (ID: 302618087, Date: 2024-09-09T18:00-04:00)"
Boston Pulumi User Group,Join our community of engineers and developers. Stay connected to the Pulumi community with online a,https://www.meetup.com/boston-pulumi-user-group,Boston,02108,92,Technology,"Cloud Computing, DevOps, Infrastructure as Code, DevOps Automation, Software Engineering, Software Development, IaaS (Infrastructure as a Service), JavaScript, Kubernetes, Microsoft Azure, Google Cloud, Amazon Web Services, AI Algorithms, Typescript, Python","Live Workshop: Getting Started with Infrastructure as Code on AWS (ID: 299181265, Date: 2024-02-27T12:00-05:00); Live Workshop: Efficient Microservice Deployment on Cloud Run with Pulumi (ID: 299181461, Date: 2024-02-28T12:00-05:00); Webinar: What's New in Pulumi (ID: 299180821, Date: 2024-02-29T12:00-05:00)"
Men's Talking Group - Boston,"Hello Men,

Please join us for a bi-weekly virtual talking group where you can bring your whole self",https://www.meetup.com/boston-mens-support-meetup-group,Boston,02108,276,Religion & Spirituality,"Social Networking, Self-Help & Self-Improvement, Healthy Living, Self-Empowerment, Transformation, Self Exploration, Men's Support, Men's Social, Wellness, Mentoring","Men's Talking Group - Boston (ID: 293452354, Date: 2023-05-17T19:00-04:00); Men's Talking Group - Boston (ID: 294189800, Date: 2023-06-20T19:00-04:00); Men's Talking Group - Boston (ID: 294620351, Date: 2023-07-19T19:00-04:00)"
Formula 1 Boston,This is a meetup group for anyone who's into Formula 1. We get together to watch the races and chat ,https://www.meetup.com/f1boston,Boston,02108,738,Hobbies & Passions,"Formula 1, Sports Cars, Auto Racing, Cars, Racing","Meeting and Greetings of Boston Formula 1 fans (ID: 278772755, Date: 2021-06-19T15:00-04:00); Attending ""British Car Day"" event together (ID: 279093638, Date: 2021-07-11T10:00-04:00); British Grand Prix group watching (ID: 279310009, Date: 2021-07-18T09:30-04:00)"
Boston International Travel,<p>This group is for all the travel-lovers out there! In addition to the small-group international t,https://www.meetup.com/boston_international_travel,Boston,02108,977,Identity & Language,"Travel, Celtic Culture, Language & Culture, International Travel, Vacations, Adventure Travel, Irish Culture, Culture, Ireland, Singles Who Travel, Live Irish Music, Seniors","Inaugural Meetup! (ID: 240012074, Date: 2017-06-24T14:00-04:00); Wild West of Ireland (ID: 240039063, Date: 2017-06-30T12:00-04:00); Italy: Trip of a Lifetime (ID: 240039109, Date: 2017-09-02T12:00-04:00)"
Queer Babes Who Walk: Boston,"A walking group for queer women & non-binary individuals in Boston, Cambridge, and Somerville. Join ",https://www.meetup.com/queer-babes-who-walk-boston,Boston,02108,87,Identity & Language,"Lesbian, LGBT, Gay and Lesbian Friends, LGBT Social, Outdoors, Lesbian Friends, LGBT Friendly, LGBTQ",
Boston  RegTech Meetup,"<p>This meetup will bring together a community of entrepreneurs and others interested in ideas, issu",https://www.meetup.com/boston-regtech-meetup,Boston,02108,987,Technology,"Regulatory Compliance, Financial Technology, Risk Governance and Compliance, Technology Startups, FinTech, RegTech","Solving the Innovation Challenge: Aligning Entrepreneurs and Regulators (ID: 249369134, Date: 2018-05-08T18:00-04:00); Solving the Innovation Challenge: Aligning Entrepreneurs and Regulators (ID: 249830789, Date: 2018-05-08T18:00-04:00); Attacking Barriers to Innovation and Paving the Way for a New World for Payments (ID: 252378904, Date: 2018-07-24T18:00-04:00)"
The International Boston French Language Meetup Group,"We are very happy as a group, always meeting interesting people of various backgrounds and experienc",https://www.meetup.com/bostonfrenchconversationgroup,Cambridge,02139,4278,Identity & Language,"French, Language & Culture, Francophone World Expats, Expat French, French Students, French Food, Francophone Culture, Francophiles, French Culture, French Speakers","Boston French Language March Meetup (ID: 349528, Date: 2003-03-19T20:00-05:00); Boston French Language July Meetup (ID: 637659, Date: 2003-07-16T20:00-04:00); Boston French Language August Meetup (ID: 733888, Date: 2003-08-20T20:00-04:00)"
Boston dbt Meetup,"With dbt, data analysts and engineers can build analytics the way engineers build applications.

We ",https://www.meetup.com/boston-dbt-meetup,Boston,02108,892,Technology,"Open Source, Big Data, Web Analytics, Data Visualization, Data Mining, Data Analytics, Business Analytics, Data Science","The first Boston dbt Meetup (online) (ID: 270162545, Date: 2020-05-08T11:00-04:00); Boston dbt Meetup online (ID: 277260412, Date: 2021-05-26T12:00-04:00); Boston dbt Meetup - ONLINE September Edition (ID: 279716470, Date: 2021-09-30T18:00-04:00)"
Full Gospel Business Men Fellowship GREATER BOSTON,<p>Christian men's support group and fellowship in the greater Boston area. We are interdenomination,https://www.meetup.com/full-gospel-business-men-fellowship,Boston,02108,38,Religion & Spirituality,"Christian Social, Healing, Christian Men, Men's Social, Managers, Spiritual Growth","FGBMF Monthly Mens Meeting  (ID: 268835405, Date: 2020-03-14T08:00-04:00); FGBMF Mens Meeting  (ID: 268835404, Date: 2020-03-14T08:30-04:00); FGBMFA/I Mens Meeting  (ID: 268835436, Date: 2020-03-14T08:30-04:00)"
Daily Pickup soccer BOSTON PLAY NOW APP,Welcome to PlayNow Soccer !Boston Biggest pickup soccer group ! We organize pickup soccer games in B,https://www.meetup.com/bostonsoccer,Cambridge,02138,4452,Sports & Fitness,"Outdoor Fitness, Fitness, Sports and Recreation, Futbol, Pickup Soccer, Exercise, Soccer, Co-ed Soccer, Outdoor Soccer, Boston","Wednesday Lunchtime Soccer (ID: 66940102, Date: 2012-05-30T12:15-04:00); Wednesday Lunchtime Soccer (ID: 66942372, Date: 2012-05-30T12:15-04:00); Friday Lunchtime Soccer (ID: 66942422, Date: 2012-06-01T12:15-04:00)"
Boston Mindfulness Parties Calm all the Way Up,"Hey! This group is for millennials looking to cultivate inner peace in a fun, high-energy way. We ha",https://www.meetup.com/boston-mindfulness-parties,Somerville,02143,89,Health & Wellbeing,"Yoga, Meditation, Skiing, Wellness, Inner Peace, Mindfulness, Guided Meditation, Mindfulness Meditation","Pirate Yoga Night + Afterparty (ID: 301004558, Date: 2024-05-18T20:15-04:00); SOLD OUT Hawaiian Luau Yoga Night + Afterparty (ID: 301266603, Date: 2024-06-15T20:00-04:00); Chinese Food Meditation & Hotpot Dinner (ID: 301591227, Date: 2024-06-20T18:45-04:00)"
How to meet people in Boston,"This group is dedicated to organizing small to medium-sized online get-togethers, activities, and me",https://www.meetup.com/bostonmeetpeople,Brighton,02135,5513,No category,"Singles 30's-50's, Wine, Dining Out, New In Town, Nightlife, Social Networking, Language & Culture, Fun Times, Professional Networking, Social, Foodie, Dating and Relationships, Eating & Drinking, Make New Friends, LGBT Friendly","🚺🚹Battle of The Sexes Debate & Party - Almost sold out (ID: 245367177, Date: 2017-11-25T17:00-05:00); Meet & Greet at Minibar (ID: 245341160, Date: 2017-11-26T18:00-05:00); Wine and Gourmet Food at Troquet - Limited spots (ID: 245346375, Date: 2017-12-02T18:00-05:00)"
Krakowiak Polish Dancers of Boston,"<p>Come dance with the Krakowiak Polish Dancers of Boston! </p>
<p>We accept members of ""adult size""",https://www.meetup.com/krakowiak-polish-dancers-of-boston,Boston,02108,32,Dancing,"New In Town, Polish, Social Networking, Fun Times, Performing Arts, Dancing, Dance Lessons, Cultural Activities, Social Dancing, Polish Culture, Poland"," Krakowiak Rehersals (ID: 254393565, Date: 2018-09-06T19:30-04:00);  Krakowiak Rehersals (ID: 254393659, Date: 2018-09-06T19:30-04:00);  Krakowiak Rehersals (ID: 254474235, Date: 2018-09-13T19:30-04:00)"
Boston dbt Meetup,"With dbt, data analysts and engineers can build analytics the way engineers build applications.

We ",https://www.meetup.com/boston-dbt-meetup,Boston,02108,892,Technology,"Open Source, Big Data, Web Analytics, Data Visualization, Data Mining, Data Analytics, Business Analytics, Data Science","The first Boston dbt Meetup (online) (ID: 270162545, Date: 2020-05-08T11:00-04:00); Boston dbt Meetup online (ID: 277260412, Date: 2021-05-26T12:00-04:00); Boston dbt Meetup - ONLINE September Edition (ID: 279716470, Date: 2021-09-30T18:00-04:00)"
Boston/North Shore Martial Arts Meetup Group,<p><span>Body Mind Systems® specializes in training men and women to have the extra mental edge they,https://www.meetup.com/martial-257,Boston,02108,1214,Career & Business,"Spirituality, Meditation, Holistic Health, Spiritual Growth, Self Exploration, Self-Empowerment, Mind Body Connection, Exercise, Wellness, Self-Defense, Mind Body Wellness, Self-Help & Self-Improvement, MMA Mixed Martial Arts, Fitness","Martial Arts Training! Get Back In Shape! Start Today! (ID: 6688587, Date: 2007-11-07T19:00-05:00); Martial Arts Training!  Build Your Confidence! (ID: 6695718, Date: 2007-11-08T19:00-05:00); Martial Arts Training!  Build Your Confidence! (ID: 6695722, Date: 2007-11-09T19:00-05:00)"
Boston Emotional & Narcissistic Trauma & CPTSD Support Group,We are a group for people who have suffered or are suffering from Narcissistic Abuse in a love or pe,https://www.meetup.com/bostontraumasurvivorgroup,Boston,02108,1302,Support & Coaching,"Consciousness, Spirituality, Support Group, Support, Spiritual Growth, Self-Development Tools, Personal Empowerment, Trauma Survivors, Self Knowledge & Self Awareness, Narcissism Survivor, Narcissism Awareness, Narcissistic Abuse Recovery, Depression","Learning To Forgive- Where To Start (ID: 278690061, Date: 2021-06-13T12:00-04:00); Emotional Abandonment- A Feeling Of Loss (How To Evolve Out Of This Fear) (ID: 278731602, Date: 2021-06-19T15:00-04:00); Learning How To Work Through Overwhelming Emotions #1 (ID: 278716749, Date: 2021-06-19T20:30-04:00)"
Free Spanish Classes - Boston - Spanish Speaking Meetup,"**¡Hola! Speak Spanish with confidence for FREE with [Beepboop!](https://boston.beepboop.us)**

⭐️ P",https://www.meetup.com/bostonspanishgroup,Boston,02108,649,Identity & Language,"Conversation, Culture Exchange, Language Exchange, Dating and Relationships, International Friends, Language Learning, Latino Culture, Practice Spanish, Learn Spanish, Learning a New Language, Make New Friends, LGBTQ, Singles, Spanish & English Language Exchange, Spanish Culture","Learn something new in Spanish other than ""despacito"" (ID: 273332119, Date: 2020-09-18T15:30-04:00); Learn something new in Spanish other than ""despacito"" (ID: 273332121, Date: 2020-09-18T15:30-04:00); Learn something new in Spanish other than ""despacito"" (ID: 273332158, Date: 2020-09-18T15:30-04:00)"
30 and 40  something Boston Ladies who Lunch,Starting a new group for some fabulous women to hang out at exciting lunch venues at the weekend. We,https://www.meetup.com/30-40-something-boston-ladies-who-lunch,Boston,02108,183,No category,"Dining Out, Fun and Laughter, Wine, Women's Social, Make New Friends, Girls' Night Out, Eating & Drinking, Friendships, Lunch, Professional Women, Social Networking, New In Town, Fun Times, Social","'Buttermilk & Bourbon' lunch in Watertown (ID: 296014308, Date: 2023-09-23T13:00-04:00);  'Fogo de Chão' Brazilian delight in Burlington  (ID: 296014397, Date: 2023-09-30T13:00-04:00); Some French decadence in Porter Square (ID: 296322514, Date: 2023-10-07T13:00-04:00)"
Krakowiak Polish Dancers of Boston,"<p>Come dance with the Krakowiak Polish Dancers of Boston! </p>
<p>We accept members of ""adult size""",https://www.meetup.com/krakowiak-polish-dancers-of-boston,Boston,02108,32,Dancing,"New In Town, Polish, Social Networking, Fun Times, Performing Arts, Dancing, Dance Lessons, Cultural Activities, Social Dancing, Polish Culture, Poland"," Krakowiak Rehersals (ID: 254393565, Date: 2018-09-06T19:30-04:00);  Krakowiak Rehersals (ID: 254393659, Date: 2018-09-06T19:30-04:00);  Krakowiak Rehersals (ID: 254474235, Date: 2018-09-13T19:30-04:00)"
Fun Loving Boston Ladies,<p>Calling all fun ladies! If your in your 20's / 30's and like to have fun and meet lots of other f,https://www.meetup.com/fun-loving-boston-ladies,Cambridge,02138,685,Social Activities,"Night Clubbing, Women's Social, Singles, Dining Out, New In Town, Beer, Nightlife, Social Networking, Drinking, Happy Hour, Dancing, Clubbing, Bars & Pubs, Dinner Parties, Partying","Dinner and Drinks in Boston (ID: 234993754, Date: 2016-10-21T20:00-04:00); Drinks in Harvard - Meet at Shays (ID: 241841697, Date: 2017-07-21T20:00-04:00); Thursday Night Drinks! (ID: 242193161, Date: 2017-08-10T20:00-04:00)"
Boston's New In Town Meetup!,<p>I'm new in town! You're new in town! Let's figure out Boston together while having a blast at the,https://www.meetup.com/bostons-new-in-town-meetup,Boston,02108,3978,Social Activities,"New In Town, Social Networking, Sports and Recreation, Social, Fun Times, Young Professionals, Happy Hour, 20's-30's, Make New Friends, Sports and Socials, Young Adults, 20's, Young Professional Singles, Hidden Gems","Night Out For All the Fun New People! (ID: 242419302, Date: 2017-08-30T19:30-04:00); Fall Social Bowling! Join Our Fun Team! (ID: 243206391, Date: 2017-10-04T23:45-04:00); 😄Newbies Mingle (ID: 243923475, Date: 2017-10-13T17:00-04:00)"
The Wicked Awesome Femmes of Boston,"<p>Once upon a time, there was a group called the ""Fab Femmes"" for the girly LGBTQ women of Boston, ",https://www.meetup.com/the-wicked-awesome-femmes-of-boston,Boston,02116,1429,Identity & Language,"Lesbian, Professional Lesbian Women, Lesbian Femme, Bisexual Femme, Lesbian Friends, Bisexual Women, Lesbian Social Networking","First Meetup! (ID: 177946582, Date: 2014-05-16T19:00-04:00); SoWa Market  (ID: 178545712, Date: 2014-05-25T11:00-04:00); Orange is the New Black: Season 2 (ID: 181359502, Date: 2014-06-06T19:00-04:00)"
Heart of Recovery Boston Shambhala Center,A weekly gathering bringing together Buddhist meditation practice and recovery. The group will meet ,https://www.meetup.com/heart-of-recovery-boston-shambhala-center,Brookline,02445,452,Support & Coaching,"Life Transformation, Tibetan Buddhism, Buddhism, 12 Step Recovery, Meditation, Buddhist Meditation, Spirituality, Recovery and Fellowship, Spiritual Growth, Support and Recovery, Sobriety, Sober Activities, Alcohol and Drug Free, Overcoming Addictions","A weekly gathering bringing together Buddhist meditation practice and recovery.  (ID: 229207879, Date: 2016-02-29T19:30-05:00); A weekly gathering bringing together Buddhist meditation practice and recovery. (ID: 229208164, Date: 2016-03-07T19:30-05:00); A weekly gathering bringing together Buddhist meditation and recovery. (ID: 229253469, Date: 2016-03-07T19:30-05:00)"
Shut Up & Write!® Boston,"<p>Shut Up & Write! is a global community that empowers writers to overcome procrastination, silence",https://www.meetup.com/shutupandwriteboston,Boston,02108,829,Writing,"Science Fiction Writing, Poetry, Creative Writing, Screenwriting, Writing, Writing Workshops, Novel Writing, Non-Fiction Writing, Critique Group, Short Story Writing, Fiction Writing, Writing and Publishing, Memoir Writing, Writers and Aspiring Writers, Book Writing, Shut Up & Write!","Shut Up & Write!™ Jamaica Plain, Boston (ID: 262077509, Date: 2019-06-21T19:00-04:00); Shut Up & Write!™ [Fields Corner/The Blarney Stone] (ID: 262696169, Date: 2019-07-10T18:00-04:00); Shut Up & Write!™ [Fields Corner/The Blarney Stone] (ID: 262715667, Date: 2019-07-10T18:00-04:00)"
Awesome Entrepreneur and Engineer Network Boston,"\-\-\-\- FIND GREAT LIKE\-MINDED PEOPLE TO WORK AND BE FRIENDS WITH \-\-\-\-

If you want to find a ",https://www.meetup.com/awesome-engineer-network-boston,Boston,02108,177,Technology,"Web Design, New Technology, Web Technology, Web Development, Community, New In Town, Make New Friends, Inspirational, Professional Networking, Coffee and Tea Socials, International Friends, Cultural Diversity, Technology Startups, Software Development","Coffee chat for collaborative engineers and entrepreneurs (ID: 301528270, Date: 2024-06-12T18:00-04:00); Create Startups and apps over coffee! For entrepreneurs, engineers, and business (ID: 301661629, Date: 2024-06-24T18:00-04:00); Create Startups and apps over coffee! For entrepreneurs, engineers, and business (ID: 301891267, Date: 2024-07-01T18:00-04:00)"
Boston Business & Tech Industry Meetup,<p>This group is not associated with any specific company and is for anyone in the &nbsp;Boston area,https://www.meetup.com/boston-business-and-tech-meetup,Boston,02210,2126,Technology,"Self-Help & Self-Improvement, Business Strategy, Startup Businesses, Software Development, Web Development, Small Business, Professional Networking, Computer Programming, Entrepreneurship, Education & Technology, New Technology, Web Technology, Technology, Mobile Technology, Technology Professionals","Virtual Meetup: Managing Conflict in the Workplace (ID: 221522667, Date: 2015-03-31T13:00-04:00); Virtual Meetup: .Net MVC- A Jump Start Tutorial (ID: 221522677, Date: 2015-04-02T13:00-04:00); Virtual Meetup: Creating Team Chemistry at Work (ID: 221522686, Date: 2015-04-10T13:00-04:00)"
Boston HTML5 Game Development,"<p>A Gathering of the minds on tips, tricks and best practices for using HTML5 as a platform for dev",https://www.meetup.com/boston-html5-game-development,Boston,02113,1041,Technology,"HTML5, Game Programming, JavaScript, Web Technology, WebGL","HTML5 Game Development: Introductions and state of the art (ID: 15296192, Date: 2010-11-17T19:00-05:00); HTML5 Game Development: Introductions and state of the art (ID: 15296419, Date: 2010-11-17T19:00-05:00); HTML5 Game Development Monthly Meetup (ID: 15473835, Date: 2010-12-15T19:00-05:00)"
ODSC Boston - AI for Engineers,ODSC brings together the open source and data science communities with the goal of helping its membe,https://www.meetup.com/odsc-boston-ai-for-engineers,Boston,02108,605,Technology,"Artificial Intelligence, Open Source, New Technology, Big Data, Machine Learning, Data Analytics, Data Visualization, Data Science, Automated Machine Learning, Predictive Analytics, AI Algorithms, Software Engineering, Data Engineering, Python","Livestream & Video Access @ ODSC West 2019 (ID: 265898475, Date: 2019-10-31T09:00-04:00); ODSC Europe Webinar Warm-Up (ID: 266109936, Date: 2019-11-07T08:00-05:00); Enterprise-Scale Data Science&Introduction to Data Visualization (ID: 265840310, Date: 2019-11-12T18:00-05:00)"
Boston Happy Hour Meetup Group,<p>Online Zoom call to stay connected. Attend to get acquainted with new people. Express your though,https://www.meetup.com/boston-happy-hour-meetup-group,Boston,02108,1293,Support & Coaching,"Social Networking, Fun Times, Happy Hour, Make New Friends","Happy Hour, open to anyone wishing to interact with others.  (ID: 274334704, Date: 2020-11-01T23:00-05:00); Happy Hour everyday at 5:00 (ID: 274344501, Date: 2020-11-03T17:00-05:00); Happy Hour everyday at 5:00 (ID: 274344547, Date: 2020-11-03T17:00-05:00)"
Euchre Fun in Boston,<p>Are you a member of the elite club of people who know what euchre is? Do you enjoy playing euchre,https://www.meetup.com/euchre-fun-in-boston,Boston,02108,227,Games,"Euchre, Card Games","Our first meeting! (ID: 249980456, Date: 2018-06-14T19:00-04:00); Euchre at the Prudential Center (ID: 251815046, Date: 2018-06-27T19:00-04:00); Euchre! (ID: 252332436, Date: 2018-07-11T19:00-04:00)"
🎼🎶🎵Boston Entertainment,<p><span>Welcome to Boston Entertainment! Here you will find some of the most interesting events in ,https://www.meetup.com/boston-entertainment,Boston,02116,1747,Dancing,"Dating and Relationships, Social Networking, Fun Times, Social, Women's Social, Dance Lessons, Salsa, Dancing, Exercise, New In Town, Singles, Social Dancing, Nightlife, Fitness","Beginner Salsa Meet-up (ID: 169917992, Date: 2014-03-18T19:30-04:00); Beginner Salsa Meet-up (ID: 171490512, Date: 2014-03-21T19:30-04:00); Beginner Salsa Meet-up (ID: 171621772, Date: 2014-03-28T18:30-04:00)"
Real Estate Wealth Institute- Boston,"<p>Seasoned Property Investors and Beginners Investment Group. We meet up weekly as we Network, Mast",https://www.meetup.com/real-estate-wealth-boston,Boston,02108,596,Career & Business,"Intellectual Discussions, Real Estate Investors, Real Estate Investing, Wealth Building, Make New Friends, Property Investors Network","Real Estate Investment Networking Event (ID: 273005012, Date: 2020-09-08T10:00-04:00); Real Estate Investment Networking Event (ID: 273005014, Date: 2020-09-08T10:00-04:00); Real Estate Investment Networking Event (ID: 273134281, Date: 2020-09-14T20:35-04:00)"
Herzum Atlassian Meetup Boston,<p>This group is for anyone using or curious about Atlassian software. We frequently host discussion,https://www.meetup.com/herzum-atlassian-meetup-boston,Boston,02108,419,Technology,"Business Strategy, Continuous Delivery, DevOps, System Administration, Information Technology in Business, Software Development, New Technology, Information Technology, Computer Programming, Agile Project Management, Atlassian, Technology Professionals, Professional Networking, JIRA, IT Professionals","Scaling Atlassian in the Enterprise (ID: 222711678, Date: 2015-06-09T16:00-04:00); JIRA 7 Webinar (ID: 226161567, Date: 2015-10-28T11:00-04:00); Agile DevOps (ID: 235275381, Date: 2016-12-13T17:30-05:00)"
Boston Rock Climbers 40+,<p>Hello fellow rock climbers! This meet-up is a peer group for climbers 40+ who want to find partne,https://www.meetup.com/boston-rockclimbers-40,Arlington,02476,219,Travel & Outdoor,"Rock Climbing, Over 40, Fitness, Strength & Conditioning, Adventure","Climb on! (ID: 16910413, Date: 2011-04-03T14:00-04:00); Sunday climb at Metro Rock (ID: 17171460, Date: 2011-04-10T13:00-04:00); Sunday climb at MetroRock (ID: 17254890, Date: 2011-04-17T15:00-04:00)"
Downtown Boston Divorced and Separated,<p>Find hope and healing while going through separation or divorce. We learn about relevant topics a,https://www.meetup.com/downtown-boston-divorced-and-separated,Boston,02108,1105,Support & Coaching,"Divorce Support, Marital Separation Support, Support and Recovery, Divorced Parents, Separated, Divorced","Surviving the Holidays (ID: 215105322, Date: 2014-12-06T09:30-05:00); Post holidays and looking to the new year (ID: 219106491, Date: 2015-01-08T18:30-05:00); What's Happening to Me? (ID: 215109462, Date: 2015-01-22T18:30-05:00)"
Boston / Providence Dads Group,**Boston / Providence Dads Group** is a diverse community of fathers in the Massachusetts and Rhode ,https://www.meetup.com/bostondadsgroup,Boston,02108,940,Parents & Family,"Dads, Parents, Kids, Stay-at-Home Dads, Playdates, Stay-at-Home Parents, Fathers, Single Dads, Work At Home Dads, Working Dads, Dads of Toddlers, Dads and Kids, New Parents, Toddlers, Social","Baby Pictures: Gravity (ID: 144436862, Date: 2013-10-10T12:00-04:00); Event: Red Sox vs Tigers ALCS Game 1 (ID: 145166252, Date: 2013-10-12T20:00-04:00); Daniel Webster Farm Day (ID: 145050762, Date: 2013-10-19T10:00-04:00)"
Happy Hours for Boston Singles,"<p>Welcome all happy hour enthusiasts! Lets get together for great conversations, making awesome con",https://www.meetup.com/happy-hours-for-boston-singles,Boston,02108,3364,Social Activities,"Wine, Dining Out, New In Town, Nightlife, Social Networking, Fun Times, Happy Hour, Single Professionals, Bars & Pubs, Singles, Networking Happy Hour, Appetizers & Happy Hour","Join a fun Social Bowling Team Starting in July on Wednesdays! (ID: 262713355, Date: 2019-07-03T19:00-04:00); Fall Back Into Social Bowling! Join Our Awesome Team for Sunday FUNdays! (ID: 264343966, Date: 2019-10-16T19:00-04:00); Join The Social Bowling Team on Sundays in Back Bay! Bowling starts in February! (ID: 266782765, Date: 2020-02-05T19:00-05:00)"
ODSC Boston Technology Meetup,ODSC brings together the open source and data science communities with the goal of helping its membe,https://www.meetup.com/odsc-boston-technology-meetup,Boston,02108,3646,Career & Business,"New Technology, AI Algorithms, Artificial Intelligence, Data Science, Python, Data Visualization, Machine Learning, Software Engineering, Data Engineering, Big Data, NLP (Neuro-Linguistic Programming), Predictive Analytics, Data Analytics, Web Technology","Pitch Your Startup Idea/Company (ID: 227064000, Date: 2015-12-04T12:00-05:00); Pitch Your Startup Idea/Company (ID: 227198372, Date: 2016-01-01T12:00-05:00); Pitch Your Startup to 3Si (ID: 227064233, Date: 2016-02-05T12:00-05:00)"
ODSC Boston - AI for Engineers,ODSC brings together the open source and data science communities with the goal of helping its membe,https://www.meetup.com/odsc-boston-ai-for-engineers,Boston,02108,605,Technology,"Artificial Intelligence, Open Source, New Technology, Big Data, Machine Learning, Data Analytics, Data Visualization, Data Science, Automated Machine Learning, Predictive Analytics, AI Algorithms, Software Engineering, Data Engineering, Python","Livestream & Video Access @ ODSC West 2019 (ID: 265898475, Date: 2019-10-31T09:00-04:00); ODSC Europe Webinar Warm-Up (ID: 266109936, Date: 2019-11-07T08:00-05:00); Enterprise-Scale Data Science&Introduction to Data Visualization (ID: 265840310, Date: 2019-11-12T18:00-05:00)"
Boston Happy Hour Meetup Group,<p>Online Zoom call to stay connected. Attend to get acquainted with new people. Express your though,https://www.meetup.com/boston-happy-hour-meetup-group,Boston,02108,1293,Support & Coaching,"Social Networking, Fun Times, Happy Hour, Make New Friends","Happy Hour, open to anyone wishing to interact with others.  (ID: 274334704, Date: 2020-11-01T23:00-05:00); Happy Hour everyday at 5:00 (ID: 274344501, Date: 2020-11-03T17:00-05:00); Happy Hour everyday at 5:00 (ID: 274344547, Date: 2020-11-03T17:00-05:00)"
Boston EDM Concert Crew,<p>Don’t have anyone to go to EDM shows with? If you are new in the city or the only person in your ,https://www.meetup.com/boston-edm-concert-crew,Boston,02114,1719,Social Activities,"Nightlife, Live Music, Social, Electronic Dance Music, New In Town, Fun Times, Dancing, Electronic Music","Mitis @ Royale (ID: 279741448, Date: 2021-07-30T22:00-04:00); Tiësto @ Big Night Live (ID: 279848568, Date: 2021-08-20T22:30-04:00); Grum @ Bijou (8/27) (ID: 280345073, Date: 2021-08-27T22:00-04:00)"
Boston Data Technology (Boston Data Group/BDT),"Welcome to the BNT Data Group, the premier community for data enthusiasts in the Greater Boston area",https://www.meetup.com/boston-data-technology,Boston,02109,3269,Technology,"Apache Spark, Hadoop, Big Data, Machine Learning, High Scalability Computing, Data Analytics, MapReduce, Data Mining, Data Science, Scala, Python, Java","July Presentation Night (ID: 184426442, Date: 2014-07-15T18:00-04:00); October Presentation Night (ID: 206505902, Date: 2014-10-20T18:00-04:00); February Presentation Night (ID: 219772808, Date: 2015-02-23T18:00-05:00)"
30-ish Metro Boston,<p>Do you live in the Metro Boston area??? Let's get together!! For everyone 20s &amp; 30s......let',https://www.meetup.com/30ishmetroboston,Boston,02108,1434,Social Activities,"Drinking, Social, Social Drinking, Nightlife, New In Town, Board Games, Eating & Drinking, Live Music, Music","First Meet & Greet @ Chicago Uno in Harvard (ID: 106479192, Date: 2013-03-07T19:00-05:00); Mid-Week Trivia @ The Druid in Inman (ID: 109571592, Date: 2013-03-20T18:45-04:00); Trivia at Dubliner's Pub in Cambridge (ID: 112992412, Date: 2013-04-11T19:00-04:00)"
Boston Area Indian-Americans,"This group is for people of Indian and South Asian origin, and allies of our culture. It is a suppor",https://www.meetup.com/boston-area-indian-americans,Boston,02108,55,Science & Education,"Science, New In Town, Women's Social, Professional Networking, Fun Times, Nightlife, Single Professionals, Healing, Conversation, Volunteering, Wine and Food Pairing",
Boston Modular and Synth Meetup,"We welcome anyone, at any skill and experience level, with an interest in synthesizers, modular gear",https://www.meetup.com/boston-modular-and-synth-meetup,Watertown,02472,818,Music,"Electronic Music, Synthesizer, Electronic Music Production, Modular Synthesizers, Experimental Electronic Music, Audio Engineering, Electronic Dance Music, Musicians","Columbus Day Jam. Let's meet to share new circuits and new sounds. (ID: 225635871, Date: 2015-10-12T13:30-04:00); Halloween Jam (ID: 225766318, Date: 2015-10-31T17:00-04:00); Boxing Day Synth Jam (ID: 226459907, Date: 2015-12-26T13:30-05:00)"
History of Philosophy Boston Meetup,<p>Did you take a philosophy class in high school or college and wish you had taken more? Do you rea,https://www.meetup.com/boston-history-of-philosophy,Cambridge,02139,1050,Science & Education,"Philosophy, Knowledge Sharing, Learning, Reading, Conversation, Book Club, Intellectual Discussions, Critical Thinking, Intelligent Conversation","Organizational Meeting (ID: 234224055, Date: 2016-10-22T13:00-04:00); Plato's Five Dialogues (ID: 235068064, Date: 2016-11-19T10:30-05:00); What Chinese Philosophers Can Teach Us about the Good Life (ID: 235624266, Date: 2016-12-11T13:30-05:00)"
